0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,34,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,34,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,34,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,34,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,34,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,667,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,34,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,700,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,667,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5,5,34,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,700,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,667,668,0,0,0,0,0,0,0,0,0,0,0,34,5,5,34,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,667,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,700,701,0,0,0,0,0,0,0,0,0,0,0,34,5,5,34,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,700,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,34,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,667,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,667,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,34,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,667,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,700,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,700,701,0,0,666,667,668,0,0,0,0,0,0,0,0,0,0,666,667,668,0,0,0,0,34,5,5,34,
0,0,0,0,0,0,666,667,668,0,0,0,0,0,699,700,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,667,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,667,668,0,0,0,0,0,0,0,0,0,0,699,700,701,0,0,0,0,0,0,0,0,0,0,699,700,701,0,0,0,0,34,5,5,34,
0,0,0,0,0,0,699,700,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,667,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,700,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,700,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,34,5,5,34,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,699,700,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,667,668,58,58,58,58,58,58,0,0,58,0,34,34,34,34,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,699,700,701,0,0,0,0,0,34,34,0,58,0,34,34,34,34,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,0,0,58,0,0,34,34,34,34,34,34,34,34,58,58,34,5,5,34,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,58,58,0,0,0,666,667,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,667,668,0,58,0,0,0,0,0,34,34,34,34,34,34,34,34,34,0,58,34,5,5,34,
0,0,0,666,667,668,0,0,0,34,0,0,0,0,0,0,58,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,667,668,0,0,0,0,0,6,6,6,0,0,0,58,58,58,0,0,0,699,700,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,700,701,58,58,0,0,0,0,34,34,34,34,34,34,34,34,34,34,0,58,34,5,5,34,
0,0,0,699,700,701,0,0,0,34,0,0,0,0,0,0,58,0,34,34,0,0,0,0,666,667,668,0,0,0,0,0,0,0,699,700,701,0,0,0,0,0,6,6,6,0,58,58,58,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,34,34,34,34,34,34,34,34,34,34,34,34,0,58,34,34,34,34,
0,0,0,0,0,0,0,0,0,34,0,0,6,6,6,0,58,0,34,34,0,0,0,0,699,700,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,58,58,58,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,58,0,0,34,34,34,34,34,34,34,34,34,34,34,34,34,0,58,34,34,34,34,
0,0,0,0,0,0,0,0,0,34,0,0,6,6,6,0,58,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,58,58,58,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,667,668,0,0,0,0,0,58,58,58,0,0,0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,0,58,34,34,34,34,
0,0,0,34,34,34,34,34,34,34,34,0,6,6,6,0,58,0,0,34,34,34,34,34,34,34,34,34,34,34,34,34,0,0,0,0,0,666,667,668,0,0,0,6,0,0,0,0,58,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,700,701,0,0,0,58,58,58,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,0,58,34,5,5,34,
0,0,0,0,0,0,0,0,0,34,34,0,6,6,6,0,58,0,0,34,34,34,34,34,34,34,34,34,34,34,34,34,0,0,0,0,0,699,700,701,0,0,0,6,0,0,58,58,58,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,34,34,34,34,34,0,34,34,34,34,34,34,34,34,34,34,34,34,34,0,58,34,5,5,34,
0,0,0,0,0,0,0,0,0,34,34,0,0,6,0,0,58,0,0,34,0,0,0,0,0,0,0,666,667,668,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,58,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,34,0,0,0,34,34,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34,34,34,34,0,58,34,5,5,34,
