26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,
26,71,71,71,71,71,71,71,71,96,71,71,26,26,71,71,71,71,71,71,71,71,71,71,71,71,26,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,69,69,69,69,26,26,
26,71,26,26,26,26,26,26,26,26,26,71,71,71,71,26,26,26,26,26,26,26,26,26,26,26,26,71,26,26,71,71,71,26,26,71,26,26,26,26,26,26,26,26,26,71,26,26,26,26,71,71,71,71,26,71,71,71,69,69,69,69,26,26,
26,96,26,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,26,71,71,71,71,71,71,71,71,71,71,71,71,71,71,26,71,71,26,71,26,71,26,71,73,73,73,73,26,26,
26,71,26,42,26,71,71,96,71,71,26,47,71,26,26,26,26,26,26,26,26,71,96,26,71,87,87,87,87,71,26,26,26,26,26,71,71,71,26,71,26,26,26,26,26,71,71,71,71,26,71,26,26,71,26,71,71,71,73,73,73,73,26,26,
26,71,26,71,26,73,73,73,73,73,26,47,71,71,71,71,71,71,71,71,26,71,71,26,71,86,86,86,86,71,71,71,71,71,71,71,71,71,26,71,71,71,71,71,26,71,26,26,71,26,71,71,26,71,26,26,26,26,73,73,73,73,26,26,
26,71,26,71,26,73,73,73,73,73,26,47,42,71,71,26,71,71,96,71,26,26,71,26,71,71,107,107,107,71,26,71,71,26,26,26,26,71,26,71,26,71,26,71,26,26,26,26,26,71,71,71,26,71,71,71,71,71,69,91,91,91,26,26,
26,71,26,71,26,73,73,73,73,73,26,26,47,47,71,26,26,26,71,96,71,26,71,26,26,71,71,71,71,71,26,26,71,71,71,71,26,71,26,71,26,71,26,71,71,71,71,71,71,71,26,71,26,26,71,26,71,71,47,47,47,71,26,26,
26,71,26,71,26,26,26,26,26,26,26,26,26,26,71,71,71,71,71,71,26,26,71,26,26,71,26,26,26,26,26,26,71,71,71,71,26,71,26,71,26,71,26,71,26,26,26,26,26,26,26,26,26,71,71,26,26,71,72,72,47,71,26,26,
26,96,71,71,71,71,71,71,71,71,71,71,71,71,71,26,71,26,71,71,26,71,71,26,71,71,71,71,71,71,71,71,71,26,26,26,26,71,26,71,26,71,26,71,71,26,71,71,71,71,71,71,71,71,71,71,26,71,72,72,47,71,26,26,
26,71,26,26,26,26,26,26,26,26,26,26,71,71,71,26,71,26,71,71,71,71,71,26,71,71,71,71,71,71,71,26,71,26,71,71,71,71,71,71,26,71,26,71,71,26,71,26,71,71,71,26,71,26,71,71,26,71,47,47,47,71,26,26,
26,71,71,71,71,71,71,96,71,71,71,71,71,96,71,26,71,26,71,26,71,71,71,26,71,71,26,26,26,26,71,71,71,26,26,26,26,26,71,71,26,71,26,26,71,26,71,26,26,26,71,26,71,26,71,71,26,71,69,71,71,71,26,26,
26,71,26,71,26,71,71,71,71,71,71,71,71,71,71,26,71,26,71,26,26,26,26,26,71,71,26,71,71,26,26,71,71,71,26,26,71,26,26,71,26,71,71,26,71,71,26,26,26,26,71,26,71,26,71,71,26,71,71,71,71,71,26,26,
26,71,26,71,26,71,26,26,26,26,26,26,26,71,71,26,71,26,71,71,71,71,71,71,96,26,26,71,71,71,26,71,71,71,71,71,71,71,26,71,26,26,71,26,71,71,26,71,71,71,71,26,71,26,71,71,26,71,71,71,26,71,26,26,
26,71,26,71,26,71,71,71,71,71,71,71,71,71,71,26,71,26,71,26,71,71,71,71,71,71,71,71,26,71,26,71,71,26,71,71,71,71,26,71,26,26,71,26,71,71,26,71,26,26,26,26,71,26,71,26,26,71,71,71,26,71,26,26,
26,71,26,71,26,71,26,26,26,26,26,26,26,26,26,26,71,26,71,26,71,26,26,26,26,71,71,71,26,71,26,26,71,71,71,71,71,26,26,71,26,26,71,71,71,26,71,71,71,71,71,71,71,26,71,26,71,71,71,26,26,71,26,26,
26,71,26,96,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,26,26,26,26,26,26,71,26,26,26,71,71,26,26,26,26,26,26,26,71,71,26,26,71,26,26,26,71,71,71,26,26,26,26,26,71,71,26,26,26,26,71,71,26,26,
47,47,47,47,71,26,26,71,71,71,71,26,71,71,96,26,71,71,71,71,71,71,71,71,71,71,71,71,26,26,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,26,26,71,71,71,71,71,71,71,71,26,26,71,71,71,26,26,
73,73,73,47,71,71,26,71,26,26,26,26,71,71,71,26,26,26,26,26,26,26,26,26,26,26,26,26,71,26,26,26,71,26,71,71,26,71,71,71,71,71,71,71,71,71,71,71,26,71,71,71,71,71,26,26,26,26,26,26,26,26,26,26,
73,73,73,47,71,71,26,71,71,71,71,26,71,71,71,26,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,26,71,71,26,71,71,26,26,26,26,26,71,71,71,71,26,71,71,71,71,71,71,71,71,71,71,71,71,71,26,26,
73,73,73,71,71,71,26,71,71,26,71,26,71,71,71,26,71,26,26,26,26,26,26,71,71,71,71,71,71,71,71,71,71,26,71,71,26,71,71,71,71,71,71,71,71,71,71,71,26,71,71,26,26,26,26,26,71,71,71,71,71,71,26,26,
91,91,91,71,26,26,26,26,71,71,71,26,71,71,71,26,71,71,71,71,71,71,26,71,71,26,26,26,26,26,26,26,26,26,71,71,26,26,71,71,71,71,71,71,71,26,26,26,26,71,26,71,71,71,71,71,71,71,71,71,71,26,26,26,
26,26,71,71,109,109,26,71,71,26,71,26,71,71,71,71,71,71,26,26,26,71,26,26,71,71,71,71,71,71,71,71,71,26,71,71,26,26,71,71,26,26,26,26,71,71,71,71,71,26,26,71,26,26,26,26,26,26,26,71,71,71,26,26,
26,71,71,71,109,109,26,71,71,71,71,26,26,26,71,71,71,71,26,71,71,71,71,26,26,26,26,26,26,26,26,26,71,26,71,71,26,26,71,71,71,71,71,26,26,26,71,71,71,26,71,71,71,71,71,71,71,71,26,26,71,71,26,26,
26,71,26,71,109,109,26,71,71,71,71,71,71,26,26,26,26,26,26,71,71,71,71,71,71,71,71,71,71,26,71,26,71,26,71,71,26,71,71,71,71,71,71,71,71,26,71,71,71,26,71,71,71,71,71,71,71,71,71,71,71,71,26,26,
26,71,26,71,109,109,26,26,26,26,26,26,71,71,71,71,71,71,26,71,71,71,26,26,71,26,26,26,71,26,71,71,71,26,71,71,26,71,71,71,71,71,71,71,71,26,71,71,71,71,71,26,71,71,71,71,71,71,71,71,71,71,26,26,
26,71,26,71,71,71,71,71,26,71,71,71,71,71,26,71,71,71,26,26,26,26,26,71,71,26,26,26,26,26,71,71,71,26,71,71,26,71,71,26,26,26,71,71,71,26,26,26,26,26,26,26,71,71,71,26,26,26,71,71,26,71,26,26,
26,71,71,71,71,26,71,71,71,71,71,71,71,71,26,26,71,71,71,71,71,71,71,71,71,71,71,71,71,26,26,26,71,26,71,71,26,71,71,71,71,26,26,26,26,71,71,71,71,71,71,71,71,71,26,71,71,71,26,26,26,71,26,26,
26,71,26,26,26,26,26,26,26,26,26,26,26,26,26,26,71,26,71,71,26,26,71,71,71,71,71,71,71,71,71,71,71,71,71,71,26,71,26,26,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,26,26,
26,71,71,26,26,71,71,71,71,71,71,71,71,71,71,71,71,26,71,26,26,26,26,71,26,26,26,26,26,26,26,26,26,26,26,26,71,71,26,26,26,71,71,26,26,26,26,26,26,26,26,26,26,26,26,26,26,71,71,26,71,26,26,26,
26,71,26,26,71,71,71,71,71,71,71,26,26,71,71,26,26,26,71,71,71,71,26,71,71,71,26,71,71,71,71,71,71,71,71,71,71,71,26,26,26,26,71,71,71,71,71,71,26,71,71,71,71,71,71,71,71,71,71,26,71,71,26,26,
26,71,26,71,26,26,26,26,26,71,71,71,26,71,26,26,71,71,71,71,71,26,26,26,71,71,26,71,26,26,26,26,26,71,71,26,26,71,26,26,26,26,26,26,71,26,26,71,26,71,26,26,26,71,71,71,26,71,71,26,71,71,26,26,
26,71,26,71,26,71,71,71,26,26,26,26,26,71,26,71,71,71,26,26,26,26,71,71,71,71,26,71,71,71,71,71,26,71,71,71,26,71,26,26,26,26,26,26,71,71,26,71,26,71,71,71,26,71,71,71,26,71,71,26,71,71,26,26,
26,71,26,71,26,71,71,71,71,71,71,71,71,71,26,71,71,71,26,71,71,71,71,26,71,71,26,26,26,26,26,26,26,26,71,71,26,71,71,71,71,71,71,71,71,71,26,26,26,71,71,71,26,26,71,71,26,71,71,26,71,26,26,26,
26,71,26,71,26,26,71,71,26,26,26,71,71,71,26,71,71,71,26,71,71,71,71,26,71,71,26,71,71,71,71,71,71,71,71,71,26,71,71,26,26,26,26,26,71,71,71,71,71,71,71,71,71,26,71,71,26,71,26,26,71,26,26,26,
26,71,26,71,71,71,71,71,26,71,26,26,26,26,26,71,71,71,26,71,26,71,71,26,71,71,26,71,71,71,71,71,71,71,71,71,26,71,71,47,72,72,72,26,71,26,26,71,71,71,71,26,26,26,71,71,26,71,71,71,71,26,26,26,
26,71,26,71,71,26,26,26,26,71,71,71,71,71,71,71,71,71,26,71,26,26,71,26,71,71,26,71,26,26,26,26,26,26,71,71,26,71,71,71,72,72,72,26,71,71,26,26,26,26,26,26,71,71,71,71,26,71,26,26,71,26,26,26,
26,71,26,71,26,26,71,71,71,71,71,71,71,71,71,71,71,26,26,96,26,26,71,26,71,71,26,71,26,26,71,96,71,26,26,26,26,71,71,71,47,47,47,26,71,71,71,71,71,71,71,71,71,71,71,26,26,71,71,26,71,26,26,26,
26,71,26,71,26,26,26,26,26,26,26,26,26,26,26,26,26,26,71,71,26,71,71,26,71,71,26,71,71,26,71,71,71,71,71,71,71,71,26,71,71,71,71,71,71,71,71,71,71,71,71,71,26,26,26,26,26,71,71,26,71,26,26,26,
